Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-07-19 14:09:39.113154: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2026-07-19 14:09:42.414686: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
Failed to send telemetry event ClientCreateCollectionEvent: capture() takes 1 positional argument but 3 were given
Failed to send telemetry event CollectionQueryEvent: capture() takes 1 positional argument but 3 were given
=== FinAgent-RAG Pilot Run ===

Selected 25 documents for the knowledge base.
Selected 4 pilot questions:
  [financebench_id_03029] (3M) What is the FY2018 capital expenditure amount (in USD millions) for 3M? Give a response to the question by relying on the details shown in the cash flow statement.
  [financebench_id_06655] (Amazon) What is Amazon's FY2017 days payable outstanding (DPO)? DPO is defined as: 365 * (average accounts payable between FY2016 and FY2017) / (FY2017 COGS + change in inventory between FY2016 and FY2017). Round your answer to two decimal places. Address the question by using the line items and information shown within the balance sheet and the P&L statement.
  [financebench_id_00438] (Adobe) Does Adobe have an improving operating margin profile as of FY2022? If operating margin is not a useful metric for a company like this, then state that and explain why.
  [financebench_id_04672] (3M) Assume that you are a public equities analyst. Answer the following question by primarily using information that is shown in the balance sheet: what is the year end FY2018 net PPNE for 3M? Answer in USD billions.

Ingesting documents into pilot ChromaDB store...
  ingested AMD_2022_10K: 223 chunks
  ingested AMERICANEXPRESS_2022_10K: 444 chunks
  ingested BOEING_2022_10K: 279 chunks
  ingested PEPSICO_2022_10K: 654 chunks
  ingested AMCOR_2023_10K: 265 chunks
  ingested ULTABEAUTY_2023Q4_EARNINGS: 13 chunks
  ingested 3M_2022_10K: 499 chunks
  ingested 3M_2023Q2_10Q: 199 chunks
  ingested AES_2022_10K: 503 chunks
  ingested BESTBUY_2023_10K: 158 chunks
  ingested BESTBUY_2024Q2_10Q: 54 chunks
  ingested CVSHEALTH_2022_10K: 449 chunks
  ingested JOHNSON_JOHNSON_2022_10K: 299 chunks
  ingested JOHNSON_JOHNSON_2023_8K_dated-2023-08-30: 35 chunks
  ingested MGMRESORTS_2022Q4_EARNINGS: 28 chunks
  ingested PFIZER_2021_10K: 384 chunks
  ingested Pfizer_2023Q2_10Q: 157 chunks
  ingested VERIZON_2022_10K: 254 chunks
  ingested 3M_2018_10K: 321 chunks
  ingested ACTIVISIONBLIZZARD_2019_10K: 340 chunks
  ingested ADOBE_2022_10K: 192 chunks
  ingested AMAZON_2017_10K: 162 chunks
  ingested AMCOR_2023Q4_EARNINGS: 24 chunks
  ingested BLOCK_2020_10K: 557 chunks
  ingested CORNING_2022_10K: 266 chunks
Total: 6759 chunks from 25 documents.

Using key pool with 2 keys.
  {'key': '...cW2o', 'tokens_remaining': 89950, 'requests_remaining': 899}
[OK  ] EXP-09 / financebench_id_00438 (13.35s, 2 calls, 3823 tokens)
[OK  ] EXP-09 / financebench_id_04672 (4.3s, 2 calls, 3465 tokens)
[OK  ] EXP-10 / financebench_id_03029 (27.27s, 2 calls, 6330 tokens)
[OK  ] EXP-10 / financebench_id_06655 (2.28s, 2 calls, 5783 tokens)
[OK  ] EXP-10 / financebench_id_00438 (42.04s, 2 calls, 8718 tokens)
[OK  ] EXP-10 / financebench_id_04672 (1.96s, 2 calls, 4592 tokens)
[OK  ] EXP-11 / financebench_id_03029 (2.94s, 2 calls, 3986 tokens)
[OK  ] EXP-11 / financebench_id_06655 (17.52s, 3 calls, 4964 tokens)
[OK  ] EXP-11 / financebench_id_00438 (5.23s, 3 calls, 4805 tokens)
[OK  ] EXP-11 / financebench_id_04672 (20.29s, 4 calls, 8072 tokens)
[OK  ] EXP-12 / financebench_id_03029 (15.59s, 2 calls, 3986 tokens)
[OK  ] EXP-12 / financebench_id_06655 (2.55s, 2 calls, 3701 tokens)
[OK  ] EXP-12 / financebench_id_00438 (18.94s, 2 calls, 4320 tokens)
[OK  ] EXP-12 / financebench_id_04672 (2.85s, 2 calls, 4349 tokens)
[OK  ] EXP-13 / financebench_id_03029 (17.11s, 2 calls, 4107 tokens)
[OK  ] EXP-13 / financebench_id_06655 (13.78s, 3 calls, 6101 tokens)
[OK  ] EXP-13 / financebench_id_00438 (28.02s, 4 calls, 12829 tokens)
[OK  ] EXP-13 / financebench_id_04672 (31.78s, 3 calls, 7351 tokens)
[OK  ] EXP-14 / financebench_id_03029 (2.76s, 2 calls, 4108 tokens)
[OK  ] EXP-14 / financebench_id_06655 (9.74s, 3 calls, 4980 tokens)
[OK  ] EXP-14 / financebench_id_00438 (12.39s, 3 calls, 4925 tokens)
[OK  ] EXP-14 / financebench_id_04672 (12.37s, 3 calls, 5034 tokens)

=== Pilot run complete in 6.4 minutes ===
Total runs: 56  OK: 56  FAILED: 0  QUOTA-EXHAUSTED: 0
Total Groq calls made: 95
Total tokens used: 168,553

Final key pool status:
  {'key': '...cW2o', 'tokens_remaining': 7260, 'requests_remaining': 855}
  {'key': '...IV57', 'tokens_remaining': 4137, 'requests_remaining': 849}

Full report written to C:\Experiments\FinAgent-RAG-Implementation\pilot_run_report.json
